Date,Open,High,Low,Close,Adj Close,Volume,
07/01/2021,346.82,377.55,334.50,356.30,354.63,335420300,
06/01/2021,330.15,358.14,323.48,347.71,346.08,344810400,
05/01/2021,326.17,333.78,298.19,328.73,327.19,353423700,
04/01/2021,298.40,331.81,296.04,325.08,323.56,421257700,
03/01/2021,260.82,299.71,253.50,294.53,293.15,497416700,
02/01/2021,259.52,276.60,254.04,257.62,256.41,317775200,
01/01/2021,274.78,286.79,244.61,258.33,257.12,452633100,
12/01/2020,279.16,291.78,264.63,273.16,271.88,363901000,
11/01/2020,264.60,297.38,257.34,276.97,275.67,356771600,
10/01/2020,265.35,285.24,254.82,263.11,261.88,454101600,
09/01/2020,294.71,303.60,244.13,261.90,260.67,499115300,
08/01/2020,252.65,304.67,247.43,293.20,291.82,574239100,
07/01/2020,228.50,255.85,226.90,253.67,252.48,517599700,
06/01/2020,224.59,245.19,207.11,227.07,226.00,548043800,
05/01/2020,201.60,240.90,198.76,225.09,224.03,509476500,
04/01/2020,161.62,209.69,150.83,204.71,203.75,541334600,
03/01/2020,194.03,197.24,137.10,166.80,166.02,649467700,
02/01/2020,203.44,218.77,181.82,192.47,191.57,317547300,
01/01/2020,206.75,224.20,201.06,201.91,200.96,347314600,
12/01/2019,202.13,208.93,193.17,205.25,204.29,276257100,
11/01/2019,192.85,203.80,188.54,201.64,200.69,258303900,
10/01/2019,179.15,198.09,173.09,191.65,190.75,326207200,
09/01/2019,184.00,193.10,175.66,178.08,177.24,264538500,
08/01/2019,194.17,198.47,176.66,185.67,184.80,294689500,
07/01/2019,195.21,208.66,191.93,194.23,193.32,351020900,
06/01/2019,175.00,198.88,160.84,193.00,192.09,426428600,
05/01/2019,194.78,196.18,177.16,177.47,176.64,286821500,
04/01/2019,167.83,198.48,167.28,193.40,192.49,381985300,
03/01/2019,162.60,174.30,159.28,166.69,165.91,387936100,
02/01/2019,165.84,172.47,159.59,161.45,160.69,302243200,
01/01/2019,128.99,171.68,128.56,166.69,165.91,527547900,
12/01/2018,143.00,147.19,123.02,131.09,130.48,558786200,
11/01/2018,151.52,154.13,126.85,140.61,139.95,518151700,
10/01/2018,163.03,165.88,139.03,151.79,151.08,622446300,
09/01/2018,173.50,173.89,158.87,164.46,163.69,500468800,
08/01/2018,173.93,188.30,170.27,175.73,174.91,548832700,
07/01/2018,193.37,218.62,166.56,172.58,171.77,647030700,
06/01/2018,193.07,203.55,186.43,194.32,193.41,387265600,
05/01/2018,172.00,192.72,170.23,191.78,190.88,401144100,
04/01/2018,157.81,177.10,150.51,172.00,171.19,750072700,
03/01/2018,179.01,186.10,149.02,159.79,159.04,996201700,
02/01/2018,188.22,195.32,167.18,178.32,177.48,516251600,
01/01/2018,177.68,190.66,175.80,186.89,186.01,495655700,
12/01/2017,176.03,182.28,169.01,176.46,175.63,317095800,
11/01/2017,182.36,184.25,174.00,177.18,176.35,350998700,
10/01/2017,171.39,180.80,168.29,180.06,179.22,318146600,
09/01/2017,172.40,174.00,161.56,170.87,170.07,304818300,
08/01/2017,169.82,173.05,165.00,171.97,171.16,303622800,
07/01/2017,151.72,175.49,147.80,169.25,168.46,419907600,
06/01/2017,151.75,156.50,144.56,150.98,150.27,414757100,
05/01/2017,151.74,153.60,144.42,151.46,150.75,403586900,
04/01/2017,141.93,151.53,138.81,150.25,149.55,275586300,
03/01/2017,136.47,142.95,136.08,142.05,141.38,342098600,
02/01/2017,132.25,137.18,130.30,135.54,134.90,384700500,
01/01/2017,116.03,133.14,115.51,130.32,129.71,378958900,
12/01/2016,118.38,122.50,114.00,115.05,114.51,408728400,
11/01/2016,131.41,131.94,113.55,118.42,117.86,644052900,
10/01/2016,128.38,133.50,126.75,130.99,130.38,313284400,
09/01/2016,126.38,131.98,125.60,128.27,127.67,376518100,
08/01/2016,123.85,126.73,122.07,126.12,125.53,365670900,
07/01/2016,114.20,128.33,112.97,123.94,123.36,470108600,
06/01/2016,118.50,119.44,108.23,114.28,113.74,450876100,
05/01/2016,117.83,121.08,115.88,118.81,118.25,460544200,
04/01/2016,113.75,120.79,106.31,117.58,117.03,741613800,
03/01/2016,107.83,116.99,104.40,114.10,113.56,521458900,
02/01/2016,112.27,117.59,96.82,106.92,106.42,874152500,
01/01/2016,101.95,112.84,89.37,112.21,111.68,792709100,
12/01/2015,104.83,107.92,101.46,104.66,104.17,440304100,
11/01/2015,101.72,110.65,100.47,104.24,103.75,547232800,
10/01/2015,90.05,105.12,88.36,101.97,101.49,571590400,
09/01/2015,86.85,96.49,85.72,89.90,89.48,635399800,
08/01/2015,93.53,98.74,72.00,89.43,89.01,709884600,
07/01/2015,86.77,99.24,85.23,94.01,93.57,790781000,
06/01/2015,79.30,89.40,78.66,85.77,85.37,537740300,
05/01/2015,79.24,81.85,76.79,79.19,78.82,421870700,
04/01/2015,82.50,85.59,78.32,78.77,78.40,542124600,
03/01/2015,79.00,86.07,77.26,82.22,81.83,575349900,
02/01/2015,76.11,81.37,73.45,78.97,78.60,475148700,
01/01/2015,78.58,79.25,73.54,75.91,75.55,546210700,
12/01/2014,77.26,82.17,74.40,78.02,77.65,534527100,
11/01/2014,75.47,78.27,72.51,77.70,77.34,490965300,
10/01/2014,78.78,81.16,70.32,74.99,74.64,1083643000,
09/01/2014,75.01,79.71,73.07,79.04,78.67,720995800,
08/01/2014,72.22,75.99,71.55,74.82,74.47,590763600,
07/01/2014,67.58,76.74,62.21,72.65,72.31,1028365000,
06/01/2014,63.23,68.00,61.79,67.29,66.97,863389800,
05/01/2014,60.43,64.30,56.26,63.30,63.00,1120155500,
04/01/2014,60.46,63.91,54.66,59.78,59.50,1883965100,
03/01/2014,66.96,72.59,57.98,60.24,59.96,1255440000,
02/01/2014,63.03,71.44,60.70,68.46,68.14,1110774100,
01/01/2014,54.83,63.37,51.85,62.57,62.28,1294714800,
12/01/2013,46.90,58.58,46.26,54.65,54.39,1517533200,
11/01/2013,50.85,52.09,43.55,47.01,46.79,1357311900,
10/01/2013,49.97,54.83,45.26,50.21,49.97,2032635000,
09/01/2013,41.84,51.60,41.44,50.23,49.99,1583083800,
08/01/2013,37.30,42.26,36.02,41.29,41.10,1344994100,
07/01/2013,24.97,38.31,24.15,36.80,36.63,1438017100,
06/01/2013,24.27,25.19,22.67,24.88,24.76,788331500,
05/01/2013,27.85,29.07,23.26,24.35,24.24,982094800,
04/01/2013,25.63,28.10,25.15,27.77,27.64,738509200,
03/01/2013,27.05,28.68,24.72,25.58,25.46,727180500,
02/01/2013,31.01,31.02,26.34,27.25,27.12,957639800,
01/01/2013,27.44,32.51,27.42,30.98,30.83,1675851700,
12/01/2012,28.00,28.88,25.15,26.62,26.50,1191832200,
11/01/2012,21.08,28.00,18.87,28.00,27.87,1527490200,
10/01/2012,22.08,24.25,18.80,21.11,21.01,1100938300,
09/01/2012,18.08,23.37,17.55,21.66,21.56,1058643700,
08/01/2012,21.50,22.45,18.03,18.06,17.98,1151944900,
07/01/2012,31.25,32.88,21.61,21.71,21.61,520189700,
06/01/2012,28.89,33.45,25.52,31.10,30.95,667910500,
05/01/2012,42.05,45.00,26.83,29.60,29.46,1251513200,
