Date,Open,High,Low,Close,Adj Close,Volume,
03/28/2022,222.13,231.15,219.54,224.85,223.80,126967100,
03/21/2022,214.50,225.50,207.63,221.82,220.78,157399700,
03/14/2022,187.03,216.80,185.82,216.49,215.47,185000200,
03/07/2022,200.79,200.89,186.11,187.61,186.73,167510900,
02/28/2022,207.68,213.15,198.79,200.06,199.12,150181200,
02/21/2022,202.34,211.32,190.22,210.48,209.49,171918600,
02/14/2022,219.31,221.15,205.18,206.16,205.19,202562900,
02/07/2022,237.70,238.30,216.15,219.55,218.52,365374100,
01/31/2022,300.68,328.00,230.11,237.09,235.98,375523700,
01/24/2022,297.84,309.53,289.01,301.71,300.29,135836900,
01/17/2022,323.29,327.82,303.04,303.17,301.75,89096000,
01/10/2022,325.31,336.37,315.43,331.90,330.34,86939700,
01/03/2022,338.30,343.09,322.72,331.79,330.23,93785200,
12/27/2021,338.85,352.71,336.27,336.35,334.77,68643400,
12/20/2021,329.78,336.67,322.53,335.24,333.67,64770900,
12/13/2021,330.95,344.46,323.98,333.79,332.22,130738600,
12/06/2021,308.13,336.13,306.34,329.75,328.20,91897200,
11/29/2021,336.89,340.67,299.50,306.84,305.40,124237700,
11/22/2021,349.05,353.83,331.90,333.12,331.56,72658700,
11/15/2021,344.34,353.65,335.30,345.30,343.68,100836200,
11/08/2021,344.42,344.79,325.51,340.89,339.29,95562700,
11/01/2021,326.04,346.79,323.20,341.13,339.53,130026500,
10/25/2021,320.30,330.21,308.11,323.57,322.05,221901000,
10/18/2021,328.95,343.98,321.11,324.61,323.09,105589700,
10/11/2021,327.63,330.52,317.37,324.76,323.24,97027000,
10/04/2021,335.53,338.84,322.70,330.05,328.50,148959500,
09/27/2021,349.81,355.15,338.15,343.01,341.40,82820700,
